place_id,place_name,place_types,place_address,place_average_ratings,place_ratings_count,place_reviews_count,place_location,place_website,place_phone_number,place_price_level,place_primary_type,has_delivery,has_dine_in,is_reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,places_opening_hours
ChIJXaI0M8vbfkcRwmGJXtC2yx8,Bar Fortuna,"['bar', 'point_of_interest', 'establishment']","Via Sorio, 74, 35141 Padova PD, Italy",3.8,51,,,,,PRICE_LEVEL_INEXPENSIVE,bar,False,True,,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']"
ChIJNft9qM7bfkcRb_14vua9MDw,Bar Agata,"['bar', 'point_of_interest', 'establishment']","Via Tre Garofani, 61C, 35124 Padova PD, Italy",4.6,150,,,,+39 348 116 9832,,bar,False,True,True,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']"
ChIJy3_b9szbfkcRcLkUYbXhvsg,L'Arte delle Spezie,"['lebanese_restaurant', 'mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Guizza Conselvana, 143, 35125 Padova PD, Italy",4.4,358,,,https://facebook.com/lartedellespezie/,+39 049 213 3950,PRICE_LEVEL_INEXPENSIVE,lebanese_restaurant,,True,True,,True,True,True,True,"['Monday: Closed', 'Tuesday: 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u2009–\u200911:00\u202fPM']"
ChIJ51rmFG7FfkcRlTaCeJi9C7E,Pizzeria speedy pizza,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Noventana, 35, 35027 Noventana PD, Italy",4.3,145,,,,+39 049 893 3411,PRICE_LEVEL_MODERATE,meal_takeaway,True,,True,False,,,,,"['Monday: Closed', 'Tuesday: 6:00\u2009–\u20099:30\u202fPM', 'Wednesday: 6:00\u2009–\u20099:30\u202fPM', 'Thursday: 6:00\u2009–\u20099:30\u202fPM', 'Friday: 6:00\u2009–\u20099:30\u202fPM', 'Saturday: 6:00\u2009–\u20099:30\u202fPM', 'Sunday: 6:00\u2009–\u20099:30\u202fPM']"
ChIJq6pqS8jafkcRdFjLxZkkPe4,Merryday,"['meal_delivery', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Viale dell'Industria, 62/3, 35129 Padova PD, Italy",4.8,74,,,http://www.merryday.it/,+39 049 807 5105,,meal_delivery,True,False,,,,,,,"['Monday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJb3sgFprafkcRZWGJhZ3rN1o,Bar Sport Sas Di Wu Xuelai E Chen Peizhen,"['bar', 'point_of_interest', 'establishment']","Via Madonna della Salute, 23, 35129 Padova PD, Italy",4,136,,,,+39 049 864 0749,PRICE_LEVEL_INEXPENSIVE,bar,False,True,False,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20091:00\u202fAM']"
ChIJnS7Ewr7EfkcRqlfUIy8hk6c,Pizzeria Al Quadrifoglio,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Dante Alighieri, 4/a, 35020 Ponte San Nicolò PD, Italy",4.2,91,,,https://m.facebook.com/PizzeriaAlQuadrifoglio/,+39 049 717742,PRICE_LEVEL_INEXPENSIVE,pizza_restaurant,True,,True,False,,True,,,"['Monday: Closed', 'Tuesday: 6:00\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u2009–\u200910:00\u202fPM']"
ChIJv0mh_OvafkcRUbLYYKnV7Kk,Roadhouse Grill,"['restaurant', 'hamburger_restaurant', 'american_restaurant', 'steak_house', 'food', 'point_of_interest', 'establishment']","Via Pietro Donà, 2, 35100 Padova PD, Italy",3.7,4297,,,http://www.roadhouse.it/it/ristorante-roadhouse-padova,+39 049 780 8353,PRICE_LEVEL_MODERATE,restaurant,True,True,True,True,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:30\u202fPM, 6:30\u2009–\u200911:00\u202fPM']"
ChIJG2cMO37cfkcR3wes0nPrVgo,Rossopomodoro,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via dante, 34, 35139 Padova PD, Italy",3.9,2018,,,http://www.padova.rossopomodoro.com/,+39 049 875 1645,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJdVJMTALbfkcReA6sL0bVQug,Ristorante Pizzeria al Saraceno,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']","Via Giovanni Canestrini, 4, 35127 Padova PD, Italy",4,792,,,,+39 049 755601,PRICE_LEVEL_INEXPENSIVE,restaurant,False,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20092:00\u202fPM, 6:30\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJxR4UUjbafkcRgJHdST3PT0c,Osteria Sucabaruca,"['italian_restaurant', 'seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Palestro, 29, 35138 Padova PD, Italy",4.5,624,,,https://osteriasucabaruca.com/,+39 049 872 1636,PRICE_LEVEL_MODERATE,italian_restaurant,False,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJq7xvI5nbfkcR9rju10jdVb4,Hanako sushi restaurant,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Marchetto da Padova, 2A, 35126 Padova PD, Italy",4.6,146,,,https://hanakosushi.it/,+39 351 310 5600,,japanese_restaurant,True,True,True,,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM']"
ChIJJ1UsXlTFfkcR-1HMi_Q7CGQ,Gandhi 2|Ristorante Indiano|Padova,"['indian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Pietro Donà, 13, 35129 Padova PD, Italy",4.4,373,,,http://www.gandhi2padova.it/,+39 049 202 1452,,indian_restaurant,,True,True,,True,True,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM']"
ChIJ3ewzZ67bfkcR4il3B6HgofU,UMAMI Ristorante Fusion - Sushi - Asporto e Consegna a Domicilio,"['sushi_restaurant', 'meal_takeaway', 'chinese_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vittorio Emanuele II, 249, 35123 Padova PD, Italy",4.5,403,,,https://www.umamifusion.it/,+39 049 202 2401,PRICE_LEVEL_MODERATE,sushi_restaurant,True,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM']"
ChIJQTj7nifFfkcRbawbwSxsojA,Snack Bar Lisbona,"['bar', 'point_of_interest', 'establishment']","Via Lisbona, 12, 35127 Padova PD, Italy",4.1,105,,,,+39 328 222 0184,PRICE_LEVEL_MODERATE,bar,,True,True,,,,True,True,"['Monday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJH48FyFHafkcRFLa0J4Wgvak,Enotavola Pino,"['seafood_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via dell'Arco, 37, 35122 Padova PD, Italy",4.6,1027,,,http://www.enotavola.com/contact,+39 049 876 2385,PRICE_LEVEL_MODERATE,seafood_restaurant,False,True,True,True,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Wednesday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Thursday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Friday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:00\u202fPM', 'Sunday: 7:30\u2009–\u200911:00\u202fPM']"
ChIJmUoTGojZfkcRHXeay0f9aJY,L'Asinella,"['bar', 'point_of_interest', 'establishment']","Via Chiesanuova, 117, 35136 Padova PD, Italy",4.5,1067,,,https://m.facebook.com/Asinellabarchiesanuova,+39 380 351 2238,PRICE_LEVEL_INEXPENSIVE,bar,False,True,True,,,,True,True,"['Monday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']"
ChIJ19TvX_DafkcRv-isSDYNT3Y,Berlino Beer Food & Music,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Ognissanti, 83, 35131 Padova PD, Italy",4.4,233,,,https://berlinopadova.it/,+39 049 733 5367,PRICE_LEVEL_MODERATE,bar,,True,True,,,,True,True,"['Monday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']"
ChIJOXGASE7afkcR1NgjX22AjP4,Bacaro Padovano,"['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via S. Gregorio Barbarigo, 3, 35141 Padova PD, Italy",4.5,1537,,,http://www.bacaropadovano.com/,+39 049 876 2777,PRICE_LEVEL_MODERATE,italian_restaurant,False,True,True,False,True,True,True,True,"['Monday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20093:30\u202fPM']"
ChIJzbP8mFHafkcR3JGI5fkxShg,Fly Bar Pizzeria,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Tito Livio, 4, 35123 Padova PD, Italy",4,1327,,,,+39 049 877 4860,PRICE_LEVEL_INEXPENSIVE,restaurant,True,True,True,True,True,True,True,True,"['Monday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u200912:00\u202fAM']"
ChIJx9nfaTzbfkcRODwq1gS8qvs,"Trattoria dalla Mora ""Ciavarina""","['restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']","Lungargine Sabbionari, 13, 35127 Padova PD, Italy",4.2,1056,,,http://www.trattoriadallamora.it/,+39 049 750228,PRICE_LEVEL_MODERATE,restaurant,False,True,True,False,True,True,True,True,"['Monday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Tuesday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Wednesday: Closed', 'Thursday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Friday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM', 'Sunday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:00\u202fPM']"
ChIJh3U8rljbfkcRkgPPalaN4NU,HAMBURG... E VIA!,"['hamburger_restaurant', 'american_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Maria Assunta, 58, 35125 Padova PD, Italy",4.5,228,,,http://hamburgevia.com/?utm_source=gmb&utm_medium=referral,+39 375 626 5666,PRICE_LEVEL_MODERATE,hamburger_restaurant,True,True,True,,True,True,True,,"['Monday: Closed', 'Tuesday: 6:00\u2009–\u200910:30\u202fPM', 'Wednesday: 6:00\u2009–\u200910:30\u202fPM', 'Thursday: 6:00\u2009–\u200910:30\u202fPM', 'Friday: 6:00\u2009–\u200910:30\u202fPM', 'Saturday: 6:00\u2009–\u200910:30\u202fPM', 'Sunday: 6:00\u2009–\u200910:30\u202fPM']"
ChIJ85c0WW7afkcRLHOTD1nKwso,Bar Buonarroti,"['bar', 'point_of_interest', 'establishment']","Via Michelangelo Buonarroti, 119, 35135 Padova PD, Italy",4.3,238,,,,,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:00\u202fPM']"
ChIJCSIAxW3bfkcRMeq5D3OIfm0,Mercatino Bio Bar,"['bar', 'point_of_interest', 'establishment']","Piazzale Azzurri D'Italia, 5, 35134 Padova PD, Italy",4.1,244,,,https://www.facebook.com/Bio-Bar-Letterario-112680473533556,+39 049 830 7369,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
ChIJuan4ElPafkcR32AlhnL8ckM,FUEL Ristorante,"['restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']","Via della Provvidenza, 6, 35030 Rubano PD, Italy",4.4,276,,,http://www.fuelristo.it/,+39 329 095 0893,,restaurant,False,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u2009–\u200910:00\u202fPM', 'Sunday: Closed']"
ChIJzR55PvjPfkcRJ7lxtptJGLM,Pedrocchi Café,"['cafe', 'coffee_shop', 'bar', 'food', 'store', 'point_of_interest', 'establishment']","Via VIII Febbraio, 15, 35122 Padova PD, Italy",4.4,10297,,,http://www.caffepedrocchi.it/?utm_source=gmb&utm_medium=gmb_Pedrocchi_marzo_2022&utm_campaign=gmb_Pedrocchi_marzo_2022,+39 049 878 1231,PRICE_LEVEL_EXPENSIVE,cafe,False,True,True,True,True,True,True,True,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']"
ChIJOdhH0kjafkcR8U3eZXRyNxE,Chiosco Tadi,"['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Riviera Albertino Mussato, 8, 35139 Padova PD, Italy",4.2,381,,,https://www.facebook.com/chioscotadi?ref=hl,+39 348 748 0552,PRICE_LEVEL_INEXPENSIVE,restaurant,False,True,,,,,,,"['Monday: 6:00\u2009–\u200911:45\u202fPM', 'Tuesday: Closed', 'Wednesday: 6:00\u2009–\u200911:45\u202fPM', 'Thursday: 6:00\u2009–\u200911:45\u202fPM', 'Friday: 6:00\u2009–\u200911:45\u202fPM', 'Saturday: 6:00\u2009–\u200911:45\u202fPM', 'Sunday: 6:00\u2009–\u200911:45\u202fPM']"
ChIJtaHsbrrafkcRdQQTi3yHS8Q,Villa Italia,"['italian_restaurant', 'pizza_restaurant', 'hotel', 'event_venue', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via S. Marco, 51, 35129 Padova PD, Italy",4.1,3066,,,https://www.villaitaliapadova.it/,+39 049 807 7520,PRICE_LEVEL_MODERATE,italian_restaurant,False,True,True,True,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:15\u2009–\u20092:30\u202fPM, 7:15\u2009–\u200911:30\u202fPM', 'Wednesday: 12:15\u2009–\u20092:30\u202fPM, 7:15\u2009–\u200911:30\u202fPM', 'Thursday: 12:15\u2009–\u20092:30\u202fPM, 7:15\u2009–\u200911:30\u202fPM', 'Friday: 12:15\u2009–\u20092:30\u202fPM, 7:15\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 7:15\u2009–\u200911:30\u202fPM', 'Sunday: 12:15\u2009–\u20092:30\u202fPM']"
ChIJhfDrRvfafkcRj4MvB4vD6uI,Bar Civico 4,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']","Via del Portello, 4, 35131 Padova PD, Italy",4.3,478,,,https://www.facebook.com/barcivico4/,+39 342 843 7085,PRICE_LEVEL_INEXPENSIVE,bar,False,True,,,,False,True,True,"['Monday: 10:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 10:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']"
ChIJ_aCgVVbafkcR41roqUQj1BM,Osteria Ai Scarponi,"['restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']","Via Cesare Battisti, 138, 35121 Padova PD, Italy",4.5,1063,,,http://www.aiscarponi.it/,+39 049 817 1285,PRICE_LEVEL_MODERATE,restaurant,,True,True,False,True,True,True,True,"['Monday: 7:30\u2009–\u200910:30\u202fPM', 'Tuesday: Closed', 'Wednesday: 7:30\u2009–\u200910:30\u202fPM', 'Thursday: 7:30\u2009–\u200910:30\u202fPM', 'Friday: 7:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200910:30\u202fPM']"
ChIJy4FNu3_afkcR-CAY7NsQmWY,Al Solito Posto | Padova,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']","Via Andrea Colotti, 13, 35133 Padova PD, Italy",4.4,1801,,,https://www.pizzeriaalsolitoposto.it/,+39 049 864 3877,PRICE_LEVEL_MODERATE,restaurant,True,True,True,False,,True,True,True,"['Monday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJE-X6AKLbfkcRxt5Od_zSMjA,Aperture cocktail bar,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Giovanni d'Alemagna, 2/A, 35134 Padova PD, Italy",4.6,624,,,https://www.aperturecocktailbar.com/,+39 349 738 2823,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']"
