place_id,name,text.text,rating,publishTime,relativePublishTimeDescription
ChIJ19TvX_DafkcRv-isSDYNT3Y,places/ChIJ19TvX_DafkcRv-isSDYNT3Y/reviews/ChdDSUhNMG9nS0VJQ0FnSUMxdHRycGpBRRAB,The Karaoquê atmosphere was amazing. Good food. Good beer :),5,2023-12-29T13:28:55Z,4 months ago
ChIJ19TvX_DafkcRv-isSDYNT3Y,places/ChIJ19TvX_DafkcRv-isSDYNT3Y/reviews/ChdDSUhNMG9nS0VJQ0FnSURHX09XQTRRRRAB,Nice bar with good deco and cool environment. Highly recommended for karaoke night. Drinks are normal but it may take a while when is crowded.,5,2021-11-22T00:06:41Z,2 years ago
ChIJ19TvX_DafkcRv-isSDYNT3Y,places/ChIJ19TvX_DafkcRv-isSDYNT3Y/reviews/ChdDSUhNMG9nS0VJQ0FnSURxeUtuR3JnRRAB,The waiters were lovely and very good! a abousltely Beautiful pool table I love the pool so much !! The drinks are a good price and the food is delicious,5,2021-06-26T23:33:19Z,2 years ago
ChIJ-yQnyhPbfkcRAHXgsEK60pc,places/ChIJ-yQnyhPbfkcRAHXgsEK60pc/reviews/ChdDSUhNMG9nS0VJQ0FnSUNGLWUyWXZ3RRAB,"Simply delicious.
Brunch republic in Padova offers a wide range of food, spacing from pancakes to Burger and it does it with a touch of originality so difficult to find it in a restaurant.
The menu Is rich, and it's very easy to find plates that you're gonna love! As for the salmon dance brunch, for example: A plate composed of salmon, avocado, beetroot hummus, eggs, bread, dried tomatoes, and salad, which I recommend you to try.
Or the Vegan burger: a delicious alternative to the meat one.
The Hot lattes and the Juices are extremely delicious and taste balanced, and the descriptions sound so nice, that you want to try them all ( and they are worth it ).

And the restaurant has a plus: the incredible customer service.
Carlos, one of the waiters, is such a wonderful and funny person, who transmit positive energy and that created an amazing environment around him. The staff was in symbiosis between them, and that was reflected on the service;  it was extremely efficient and pleasant - definitely one of the best I ever got in Padova.
Why do I say that? It was the first time I saw the clients go away with a big smile and only after having said bye to Carlos and all the other amazing members of the staff.
When you have a good team, you have a good restaurant! (And a full one I'd say)
Try ""Brunch republic"" and you are not gonna repent!",5,2023-10-29T16:00:10Z,6 months ago
ChIJ-yQnyhPbfkcRAHXgsEK60pc,places/ChIJ-yQnyhPbfkcRAHXgsEK60pc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNONGRYUVVnEAE,"If you want a good portion for breakfast/brunch and a good cup of coffee or tea this is a great choice. Had the full English breakfast and salty sweet french toast, a flat white and Earl Grey tea. I don't remember prices but were very reasonable for what we got. Service very good, friendly and fast! Get there early because it fills up fast",4,2024-01-15T07:18:45Z,4 months ago
ChIJ-yQnyhPbfkcRAHXgsEK60pc,places/ChIJ-yQnyhPbfkcRAHXgsEK60pc/reviews/ChZDSUhNMG9nS0VJQ0FnSURsMU8yRmRnEAE,"Place is colorful with the plants and posters on the wall and with the neon wall. Staff was very friendly with the jokes and laughs. French toast was delicious, it served with maple syrup as well. I expected Healthy Pancake comes with more fruits but still it was good. They have a special kind of mayonnaise and god it amazing. You should try it with fries.",5,2023-11-30T13:05:26Z,5 months ago
ChIJ-yQnyhPbfkcRAHXgsEK60pc,places/ChIJ-yQnyhPbfkcRAHXgsEK60pc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNOMk4yZE9nEAE,"This brunch spot is amazing! The food looks and tastes fantastic, the place has a great vibe and it’s so inviting. And the staff? So welcoming ! This place hits all the right spots – What a brunch experience! 🔝",5,2024-01-11T22:29:03Z,4 months ago
ChIJ-yQnyhPbfkcRAHXgsEK60pc,places/ChIJ-yQnyhPbfkcRAHXgsEK60pc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNOcmVIVk13EAE,"Nice place for a brunch with friends! I do recommend booking, especially on Sunday! Super nice offer, quite wide also featuring salty options! French Toast are very very good, keep in mind while ordering that the servings are quite big 😉",4,2024-01-16T20:33:49Z,4 months ago
ChIJH3nJp1HafkcRB4qO92Hc4Xw,places/ChIJH3nJp1HafkcRB4qO92Hc4Xw/reviews/ChZDSUhNMG9nS0VJQ0FnSUN0dU1DMFBBEAE,"We did the AYCE for lunch and paid €20 in total. I definitely felt like I got my money’s worth. I was impressed by the number of options, and some of them were very interesting and unique. The quality was fantastic, the dishes were plated nicely, and the food came out quickly despite the restaurant being very busy. Everything was delicious!!

A few things to note: you’re only allowed 2 rounds of ordering. Also, the portion size of the takoyaki is very unclear from the menu — it came with only 2 pieces, then we couldn’t order more because they had run out for the day. A couple things that we ordered also never came, and by the time we notified the waitress, the kitchen was closed. It was disappointing, but this kind of thing happens sometimes, and it wasn’t a big deal… Next time I think I will just double check immediately that the entire order was put in correctly. Overall, I was still really happy with the experience and I would return!",5,2024-01-28T19:31:39Z,3 months ago
ChIJH3nJp1HafkcRB4qO92Hc4Xw,places/ChIJH3nJp1HafkcRB4qO92Hc4Xw/reviews/ChZDSUhNMG9nS0VJQ0FnSUNsbmFfR2R3EAE,"Tha place have a really nice atmosphere, also the servers are really nice. We took the all-you-can-eat dinner and we were super statiesfied with the quality of the food.",5,2023-11-24T21:15:14Z,5 months ago
ChIJH3nJp1HafkcRB4qO92Hc4Xw,places/ChIJH3nJp1HafkcRB4qO92Hc4Xw/reviews/ChdDSUhNMG9nS0VJQ0FnSUNsNGZfWHFRRRAB,So yum!!! We were able to get a table that dude came out quick and fresh 100% would recommend this place if you’re craving sushi. The only thing about the atmosphere is that it’s very loud very together so there’s a lot of overstimulation but overall very yummy and good experience.,5,2023-11-20T13:36:50Z,6 months ago
ChIJH3nJp1HafkcRB4qO92Hc4Xw,places/ChIJH3nJp1HafkcRB4qO92Hc4Xw/reviews/ChZDSUhNMG9nS0VJQ0FnSUNqcDUyVU9BEAE,"Food was too good. Eat all you can option was well worth it. Loved every item I tried. The offer's price was very reasonable.
Moreover, the interior design and music was perfect. They have the most beautiful plating too. Food was fast and servers were super friendly.
All in all enjoyed the whole experience.",5,2024-04-26T15:48:40Z,3 weeks ago
ChIJH3nJp1HafkcRB4qO92Hc4Xw,places/ChIJH3nJp1HafkcRB4qO92Hc4Xw/reviews/ChZDSUhNMG9nS0VJQ0FnSURqOEtPcWJREAE,"All you can eat’s price is 25.90. When we order it they said 2 euros for service. At the end of the meal, they said you have to finish all the dishes unless you dont want to pay more fee. We asked if we can get “to go” they said yes and lastly they add up 10 euros more even though we got the rest as to go. The tastes were good but it is fraud",3,2024-04-28T13:57:23Z,3 weeks ago
ChIJbRsCFkXafkcRFV0UzbORs2A,places/ChIJbRsCFkXafkcRFV0UzbORs2A/reviews/ChZDSUhNMG9nS0VJQ0FnSUREdk5lRWVBEAE,"THE WORST experience in my life in this club. We exot for 3minutes of the club, we paid before the entrance and to leave our jackets. We exit and asked IF WE CAN DO IT and the security said yes and then they didn't let us in because they said it's full. BUT IN FRONT OF OUR EYES they let in other 15-20 people who haven't paid it. Because we were not italian, they were racist and we ask can we get it because we paid... and they didn't. Then I kindly asked but the security punched me (i'm a girl) and still didn't let me in. I DON'T RECOMMEND THIS BAR TO ANYONE! Please check your workers. He was dark skin and very very rude to me. :)))))) good luck! :)",1,2024-04-07T00:24:25Z,a month ago
ChIJbRsCFkXafkcRFV0UzbORs2A,places/ChIJbRsCFkXafkcRFV0UzbORs2A/reviews/ChZDSUhNMG9nS0VJQ0FnSUNOd3RLYUN3EAE,"You don’t pay at the entrance but when you leave, Serurity men force you to pay, they even physically move you.. it’s physical abuse.  A beer was price 7€ for my friends but 10€ for me because “first drink is 10” 🤡",1,2024-01-13T03:47:42Z,4 months ago
ChIJbRsCFkXafkcRFV0UzbORs2A,places/ChIJbRsCFkXafkcRFV0UzbORs2A/reviews/ChdDSUhNMG9nS0VJQ0FnSURWdF83RjlnRRAB,"What’s the point of having a club if you’re just letting in 14 years old,people wearing hoodies..? Probably a playground not a club..?😂 waiting a security guy (Dylan was his name I think) to decide if we’re getting in and watching him letting children drink alcohol, I think this is illegal if not pathetic for him, sorry Dylan😘 so the point as you can see at the reviews section is that THEY DON’T LET YOU IN IF YOU ARE NORMAL you have to be likable by a random security guy that thinks he’s the second best thing after Michelle Obama. Security guy you’re cute but just for a security guy so CALM YOUR TITS♥️",1,2023-12-18T10:00:21Z,5 months ago
ChIJbRsCFkXafkcRFV0UzbORs2A,places/ChIJbRsCFkXafkcRFV0UzbORs2A/reviews/ChdDSUhNMG9nS0VJQ0FnSUN0eU9HM2dRRRAB,"Worst experience in Padua so far. As soon as they hear that you're not speaking Italian with your friends in line, they lie to your face and say ""sorry can’t let you in, we're full"", and then they let 15 Italians in in front of your eyes. This is simply xenophobia.",1,2024-01-28T11:33:46Z,3 months ago
ChIJbRsCFkXafkcRFV0UzbORs2A,places/ChIJbRsCFkXafkcRFV0UzbORs2A/reviews/ChZDSUhNMG9nS0VJQ0FnSURaazV5M0NnEAE,"I am writing this review after almost a week thinking that I might be emotional and irrational with my words.
But, the fire is still there. I lived in Italy for 6 years and I love the lifestyle and social life of the people. But, for the first time in my 6 year stay, I feel so bad in this bar.
My friend and I were enjoying the night in the city center, and around 22:00 we decided to go to the Q bar, it was our first time in this club.
As soon as we arrived a lot of people started to pile up and after a while me and my friend were the only people left outside, the body guard was so rude and disrespectful. Even if we were so polite and arrived earlier than the rest, he said there is no place for us because of the reason that I don't want to say, sadly. 😡

That was the time, that I understood why he became a bodyguard while I am working in one of the most respected companies.

Since I was unable to get in and see the service in the bar, I have no idea about that, but the guards don't deserve such jobs that require humble behavior.

I hope the Q bar owner could see this and take measures to fire them and change with the humble and welcoming people. Anyway, I will never come back again.

If you're international tourist or a foreigner, please don't go there, most probably you will endup disappointed before you inter inside the club. Sadly it's truth, you can read similar reviews here.

Ciao",1,2023-10-07T15:29:40Z,7 months ago
ChIJlQtACUjbfkcRD-MqjOnYYwA,places/ChIJlQtACUjbfkcRD-MqjOnYYwA/reviews/ChZDSUhNMG9nS0VJQ0FnSURtOEpDTklnEAE,"Even though it was a cold winter day, this tasty ice cream was just right. The pistachio taste was really good. A very clean and fresh ice cream and dessert display. They have a wide parking lot and outside tables. It was our first visit, and we will definitely come back here for the good-looking and tasty Ice cream and desserts.",5,2022-02-11T21:48:51Z,2 years ago
ChIJlQtACUjbfkcRD-MqjOnYYwA,places/ChIJlQtACUjbfkcRD-MqjOnYYwA/reviews/ChdDSUhNMG9nS0VJQ0FnSURwZzd1bnJBRRAB,"Great variety of flavors ranging from the traditional flavors like chocolate and hazelnut to more unique flavors such as Sicilian cannolo or ricotta with pistachio.

Whilst the gelato is creamy and melts in the mouth, the taste could be more pronounced.",4,2023-08-27T22:12:43Z,8 months ago
ChIJlQtACUjbfkcRD-MqjOnYYwA,places/ChIJlQtACUjbfkcRD-MqjOnYYwA/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaTdLU3BBRRAB,I love the ice cream! Super yummy,5,2019-04-19T20:38:43Z,5 years ago
ChIJlQtACUjbfkcRD-MqjOnYYwA,places/ChIJlQtACUjbfkcRD-MqjOnYYwA/reviews/ChZDSUhNMG9nS0VJQ0FnSUNLNnBEamRBEAE,"Amazing ice cream and service , compared to other shops from the same brand this is the best one .",5,2021-04-01T18:19:19Z,3 years ago
ChIJlQtACUjbfkcRD-MqjOnYYwA,places/ChIJlQtACUjbfkcRD-MqjOnYYwA/reviews/ChdDSUhNMG9nS0VJQ0FnSURhM3YzRjlRRRAB,Lot of choice and some interesting flavours. Shame it's surrounded by the tangenziale and a busy main road.,4,2021-08-22T22:03:29Z,2 years ago
ChIJHdFDoLfbfkcRGKgaOJMqa1E,places/ChIJHdFDoLfbfkcRGKgaOJMqa1E/reviews/ChZDSUhNMG9nS0VJQ0FnSURqZzZtRU5nEAE,"The place is very cozy and nice. The park is very big and you can choose stay when the most of people are or been in a quite local. There's a bar with with toilets available and next to the tables area there's animals and a little gardening to see. The problem is the food of the bar, as well as the disorganization in the kitchen after ordering (my order wasn't sent to the kitchen and after almost one hour I went to ask about my dish and the chef didn't even have it on the order list), the food was cold (ok for here) and the salad very poorly washed, including sand on the lettuce leaves, and the meat wasn't very tasty. Recommendation, go to enjoy the place and maybe ask for a drink.",2,2024-05-06T21:34:52Z,a week ago
ChIJHdFDoLfbfkcRGKgaOJMqa1E,places/ChIJHdFDoLfbfkcRGKgaOJMqa1E/reviews/ChdDSUhNMG9nS0VJQ0FnSURSM2Zxdm9BRRAB,Went over there for cycling and training! Wild nature at its best.,5,2023-05-01T19:37:11Z,a year ago
ChIJHdFDoLfbfkcRGKgaOJMqa1E,places/ChIJHdFDoLfbfkcRGKgaOJMqa1E/reviews/ChZDSUhNMG9nS0VJQ0FnSUNKejdhWmZBEAE,Very nice parl,5,2023-07-07T12:51:46Z,10 months ago
ChIJHdFDoLfbfkcRGKgaOJMqa1E,places/ChIJHdFDoLfbfkcRGKgaOJMqa1E/reviews/ChdDSUhNMG9nS0VJQ0FnSURwNXQ2M3JBRRAB,Bella location,4,2023-08-21T08:55:24Z,9 months ago
ChIJHdFDoLfbfkcRGKgaOJMqa1E,places/ChIJHdFDoLfbfkcRGKgaOJMqa1E/reviews/ChZDSUhNMG9nS0VJQ0FnSURqajhHVFZREAE,"We stayed on Sunday in this wonderful place surrounded by nature, 2 steps from the center
Beautiful place where you can also eat simple but effective dishes as is the location
We had some delicious meatballs as an aperitif, I continued it with a truly delicious coppa and fontina
crunchy and tasty
Others had the aubergine parmigiana and according to them it was reminiscent of their mother's.
Even though there were a lot of people, we were served quickly
Congratulations we will be back for sure
PS: try the beer produced with the barley that they grow themselves. vote 10 ✅",5,2024-05-08T20:29:51Z,a week ago
ChIJ70wXNFLafkcR7nRuzPxnpas,places/ChIJ70wXNFLafkcR7nRuzPxnpas/reviews/ChZDSUhNMG9nS0VJQ0FnSURObHNxTkN3EAE,"We went to the restaurant another night without reservation, and its fully booked, so we made reservation and come back again. So i will suggest to make reservation ahead.
It's our first visit to this restaurant, this family eun restaurant services food with passion and the owner is so friendly, and cook the steak on table size. There are a big variety of steak, from local to Wangu beef, and different sizes as well. They have quite a large selection of wine as well. It's a gem for meat and wine lover. Will definitely come back again.",5,2024-01-22T06:16:15Z,3 months ago
ChIJ70wXNFLafkcR7nRuzPxnpas,places/ChIJ70wXNFLafkcR7nRuzPxnpas/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ1eVllcFRREAE,"Been to this restaurant a couple of times and loved it every single time. The attention to detail by the staff is great and every few minutes it's a wow factor with something new coming out the kitchen.
Not the cheapest but the best experience by far in Italy.",5,2023-10-26T11:46:38Z,6 months ago
ChIJ70wXNFLafkcR7nRuzPxnpas,places/ChIJ70wXNFLafkcR7nRuzPxnpas/reviews/ChdDSUhNMG9nS0VJQ0FnSUROdzVqenNBRRAB,Everything is perfecto. If you want to eat meat you have to go there. Here is the best meat ristorante in Padova.,5,2024-01-25T11:58:12Z,3 months ago
ChIJ70wXNFLafkcR7nRuzPxnpas,places/ChIJ70wXNFLafkcR7nRuzPxnpas/reviews/ChZDSUhNMG9nS0VJQ0FnSUNaOW9pUGJBEAE,"The best restaurant in Padova to taste tartar, Fiorentina - the best meat, and not only. The owner serves himself, which makes it even more tasty and interesting. Would recommend for 100%. It's a must visit.",5,2023-09-10T09:28:28Z,8 months ago
ChIJ70wXNFLafkcR7nRuzPxnpas,places/ChIJ70wXNFLafkcR7nRuzPxnpas/reviews/ChdDSUhNMG9nS0VJQ0FnSURGcGNXN3BBRRAB,"Since 2012, I have known this wonderful restaurant 😍 The Great Chef Mr M. Shalaby and his son Mr Ricardo are dedicated to satisfying the guests, It is not about food only but its the experience that you get
Very welcoming and friendly staff
Nice for all events with family and friends
Thanks for them and Mira, Vassy, hassan, and Islam",5,2023-11-08T18:52:42Z,6 months ago
ChIJp8zvPnvZfkcRYWQP0I4OlaU,places/ChIJp8zvPnvZfkcRYWQP0I4OlaU/reviews/ChdDSUhNMG9nS0VJQ0FnSUREdlB5WW5BRRAB,"One of the worst place to eat, they said ""unlimited"" but after 5 times that they bring you the food, they stop and you have to ask for a particular type of meat, late in the night they start to put some ""music"" and to sing and dancing, but it's more of chaos that music that, the price doesn't match at all the quality of the meat. The appetizer where mostly cold",1,2024-04-08T11:10:31Z,a month ago
ChIJp8zvPnvZfkcRYWQP0I4OlaU,places/ChIJp8zvPnvZfkcRYWQP0I4OlaU/reviews/ChZDSUhNMG9nS0VJQ0FnSUQydV8yV0N3EAE,"One of our family’s favorite places to visit when in Italy. The diversity of the staff is refreshing to see. The Feijoada is good and the selection of breads is good as well. The selection is drinks are always the life of the party. The presentation begs to have its picture taken. And the alcohol content of the drinks makes you want to keep drinking. They are good. I took the waiter’s recommendations for drinks and they did not disappoint.

The all you can eat buffet was full of Brazilian dishes and stews.
The bread was a huge hit with the kids. The expansive serving of meats was great as well. Chicken, steak, pork and sausages all made the rounds. Most steak in Europe is cooked medium rare, they did have a few pieces of steak that were medium with a thin line of pink. A

Italians eat dinner later than Americans. So we arrived at 7pm, as soon as they opened. By the time we left, the strobe lights were on, the music was appropriately loud and the drinks were flowing all over the place. It was packed. The friends we invited really enjoyed this place and have already said they would like to do come to La Mulata again.",5,2022-05-26T09:35:59Z,a year ago
ChIJp8zvPnvZfkcRYWQP0I4OlaU,places/ChIJp8zvPnvZfkcRYWQP0I4OlaU/reviews/ChZDSUhNMG9nS0VJQ0FnSUM2d2R6eVBBEAE,"I only experienced it as a club and it was super good. Great dj so good music. Nice environment, focused on decoration. Inside there is different music and outside (garden) is the dj music. Half of people italian and the other Half from other countries. There is a little playground for kids if you want to go for lunch or dinner. They have a free parking also.",4,2021-09-06T08:50:23Z,2 years ago
ChIJp8zvPnvZfkcRYWQP0I4OlaU,places/ChIJp8zvPnvZfkcRYWQP0I4OlaU/reviews/ChZDSUhNMG9nS0VJQ0FnSUR4MWZEVGV3EAE,"Generally better than most. The food is good. The salad bar is better than most other Brazilian steakhouses with more exotic flavors rather than pasta salad and rice. The specialty drinks also set it apart from your standard bar orders at other places. The staff was generally helpful, but a little on the scarce side - probably because they had 3 or 4 parties going on, but could hire more staff to improve service if so successful. They also didn't do the green/red card to indicate grilled meat service at the table so they stopped serving us altogether when we were just turning down the sausage.",4,2023-06-12T17:00:12Z,11 months ago
ChIJp8zvPnvZfkcRYWQP0I4OlaU,places/ChIJp8zvPnvZfkcRYWQP0I4OlaU/reviews/ChZDSUhNMG9nS0VJQ0FnSUN4emVMYk93EAE,"All the staff are friendly and welcoming. The premises are large, brightly decorated and filled with fun traditional Brazilian music. The meat is delicious and cooked to perfection. The salad bar has a good selection too. It really is a fun and relaxing restaurant. Oh and the mojitos are pretty good too!",5,2023-05-23T09:35:23Z,12 months ago
ChIJk6LMdwjbfkcRqTV3lF8bJ2c,places/ChIJk6LMdwjbfkcRqTV3lF8bJ2c/reviews/ChZDSUhNMG9nS0VJQ0FnSUNqNnFIZmZBEAE,"We arrived at the restaurant exactly at opening time and asked for a table for 2 regardless of the location. But, this lady at the entrance refused to accommodate us while the restaurant was totally empty from customers saying only "" NO "" without apologizing and showing reason.

I tried to tell her, that we are 2 people and that there is definitely a spare place for 2 and she repeated the same "" NO "" with no respect to a customer.

The restaurant should have kept a welcoming person with a smiley face to show respect to clients even if there is no place to accommodate them although there is nothing on the Google page of the restaurant that shows that a reservation is necessary.

I hope this attitude can be improved from the marketing side and employees training side for the highest customer satisfaction at all times.

Personally, I would never try to go back again to such a restaurant with such a staff attitude.",1,2024-04-20T07:21:51Z,4 weeks ago
ChIJk6LMdwjbfkcRqTV3lF8bJ2c,places/ChIJk6LMdwjbfkcRqTV3lF8bJ2c/reviews/ChZDSUhNMG9nS0VJQ0FnSURwcWVuY2ZnEAE,"I was finally able to go to Vecio Cason, and I really liked the pizza I had, and my dinner mates as well. Also Tiramisù was good.
Service really nice and gentle! Maybe a little slow but nothing major at all (the place was very crowded)",5,2023-08-24T15:29:47Z,8 months ago
ChIJk6LMdwjbfkcRqTV3lF8bJ2c,places/ChIJk6LMdwjbfkcRqTV3lF8bJ2c/reviews/ChZDSUhNMG9nS0VJQ0FnSURCdS1tQlV3EAE,"Very good pizza! Choice between four types of pizza doug. The tiramisu was not very good. The pistacchio mousse, however, was pretty good!",4,2023-01-29T21:13:31Z,a year ago
ChIJk6LMdwjbfkcRqTV3lF8bJ2c,places/ChIJk6LMdwjbfkcRqTV3lF8bJ2c/reviews/ChdDSUhNMG9nS0VJQ0FnSURBOHBlVnRBRRAB,It's not a Napolitan's pizza but you can't find any in Padua. I can just compare this one to the others here in the area. It's not special but it's good. Nice outdoor atmosphere with friendly staff and fast service. I would reccomend it.,4,2018-07-04T19:11:43Z,5 years ago
ChIJk6LMdwjbfkcRqTV3lF8bJ2c,places/ChIJk6LMdwjbfkcRqTV3lF8bJ2c/reviews/ChdDSUhNMG9nS0VJQ0FnSUNSNWRiUTFnRRAB,High quality pizza and good choice of dough. Some part of the pizza restaurant might be quite warm. Recommended if you are in Padova.,4,2023-04-06T19:12:57Z,a year ago
ChIJgahnhkTafkcRjOS0yqc05k0,places/ChIJgahnhkTafkcRjOS0yqc05k0/reviews/ChZDSUhNMG9nS0VJQ0FnSUNEN3Iyc0ZnEAE,"Very buzzy restaurant with an extensive menu including a full page of vegan options  lots of vegetarian choices and all the pizzas available as gluten-free.

We had garganelli pasta with porcini and pumpkin, artichoke pizza and a side salad. Excellent prices. A really good lunch.",5,2024-03-28T14:13:31Z,a month ago
ChIJgahnhkTafkcRjOS0yqc05k0,places/ChIJgahnhkTafkcRjOS0yqc05k0/reviews/ChdDSUhNMG9nS0VJQ0FnSURwOTZDRzFRRRAB,"This place is famous for the gluten-free pizzeria of Padova.
파도바에 왔다면 반드시 들러야 할 곳!
If you came to Padova, I think you must come here. (Once or more than once)
Because this is “the best pizza” in my life! 😘😋I really love the pizza of “Al Carmine”.

If you prefer a romantic atmosphere,
I recommend an outdoor table for you.
Of course, a cool indoor table is also good🥰

Thank you for the best pizza and nice service👍
I will definitely visit again. See you again🤗

(I visited again and I upload additional pictures😉😋 Grazie mille🥰)",5,2023-09-11T06:21:50Z,8 months ago
ChIJgahnhkTafkcRjOS0yqc05k0,places/ChIJgahnhkTafkcRjOS0yqc05k0/reviews/ChZDSUhNMG9nS0VJQ0FnSUREN1B5Q1lBEAE,Gluten-free paradise! Excellent GF pizzas and choice of beers on tap. Lovely salads too. Very affordable prices and bustling atmosphere. Worth seeking out whether GF or not. Lovely mix of GF and non GF diners many clearly regulars some seeking it out - everyone seemed happy.,5,2024-04-06T16:12:15Z,a month ago
ChIJgahnhkTafkcRjOS0yqc05k0,places/ChIJgahnhkTafkcRjOS0yqc05k0/reviews/ChdDSUhNMG9nS0VJQ0FnSUNPeEpUcnZnRRAB,"I read people's reviews all the time saying ""best
gluten-free pizza they've ever had"" but this is
seriously the best gluten-free pizza I've ever had..
plus, gluten-free beer on tap! What a perfect place!
So glad to have found it and eaten / drunk beer
here! 👌😋",5,2022-06-01T18:33:45Z,a year ago
ChIJgahnhkTafkcRjOS0yqc05k0,places/ChIJgahnhkTafkcRjOS0yqc05k0/reviews/ChdDSUhNMG9nS0VJQ0FnSUNPenUzNnhRRRAB,Best Gluten-Free pizza crust I have ever had!  Gluten-free pizza dough is made in house. They also have standard dishes also superb tasting.  Amazing service - friendly and efficient.,5,2022-06-10T08:19:36Z,a year ago
ChIJ08t8WjjafkcRIaydrYfr9Yc,places/ChIJ08t8WjjafkcRIaydrYfr9Yc/reviews/ChdDSUhNMG9nS0VJQ0FnSUNsbzlMcDl3RRAB,"Great pub! It was recomended by the local 🙂
Lots of kinds of craft beer on tap, and they have tasty coctails like Beer negroni or Beer spritz.",5,2023-11-26T07:28:24Z,5 months ago
ChIJ08t8WjjafkcRIaydrYfr9Yc,places/ChIJ08t8WjjafkcRIaydrYfr9Yc/reviews/ChdDSUhNMG9nS0VJQ0FnSURBbjhtSzBnRRAB,"This is a bar, brewery and restaurant located in Padua, Italy. We were lucky enough to find it in our last night in town, located about 300 feet from the hotel we were staying at.
The bartender was very friendly and let us sample the beers before we chose one. My favorite was the ESB and my wife liked the Blanche named Nina.
They had a really good looking food menu, but we already ate dinner before finding the bar. Sound definitely recommend in you're in the area.",5,2018-07-06T05:22:01Z,5 years ago
ChIJ08t8WjjafkcRIaydrYfr9Yc,places/ChIJ08t8WjjafkcRIaydrYfr9Yc/reviews/ChZDSUhNMG9nS0VJQ0FnSURGcGM3RGRBEAE,Professional staff and amazing products and kitchen 😍 good for friends and family gatherings,5,2023-11-08T18:27:41Z,6 months ago
ChIJ08t8WjjafkcRIaydrYfr9Yc,places/ChIJ08t8WjjafkcRIaydrYfr9Yc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNtejRtYUN3EAE,"Nice industrial pub feeing , but not many collection of drinks except for beers . If you love beer you could head here to try some local beers",3,2022-01-13T12:42:22Z,2 years ago
ChIJ08t8WjjafkcRIaydrYfr9Yc,places/ChIJ08t8WjjafkcRIaydrYfr9Yc/reviews/ChZDSUhNMG9nS0VJQ0FnSUQ5MGJDZUFnEAE,Strangely a small beer is more convinient then a big one,4,2024-03-17T21:09:35Z,2 months ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3NnBuY2F3EAE,"I had to go back there again for a tasty club sandwich. The location is easy to reach with the city's tram transportation service and for those who reach by car, there parking lots available.
The place itself is very nice. On a gentle day, you can choose to sit on the tables outside.
The menu is served with very tasty dishes. You should try the I Poke Salmon Cream dish.
Dressing code: informal. I had a great time in good company and great meal. We didn't have to wait long for our orders. The waiters were very cordial and professional.
A piece of advice though: make sure you book in advance as there are a lot of people who go there.",5,2022-07-14T10:58:50Z,a year ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUN3bUtQdlJnEAE,This is a great place to eat whether you're with a large group or simply on a date. I've been here 2 or 3 times and the food is consistently great. The service is top notch also. They have vegan/vegetarian options. It is a very popular hotspot so it is generally crowded. Especially on a Friday night. Don't fret though. There is enough seating for an entire army. I highly recommend this place.,5,2017-07-08T01:52:17Z,6 years ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChdDSUhNMG9nS0VJQ0FnSUN0eDdLeHJ3RRAB,"Friendly staff, highly trained and skilled, very tasty food and premises are fantastic. We could enjoy our time with friends, a perfect place for it.",5,2024-02-01T08:07:22Z,3 months ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChZDSUhNMG9nS0VJQ0FnSUNlNWZiSkdREAE,"Staff wasn’t speaking English well, apart from the scanned English menu which has no pictures so u can’t really understand what they serve. The food was way below Italian standerd.",2,2022-09-19T13:32:31Z,a year ago
ChIJ81IpJZTZfkcR-hM8h-BN7aw,places/ChIJ81IpJZTZfkcR-hM8h-BN7aw/reviews/ChdDSUhNMG9nS0VJQ0FnSURaZ1AzY2hBRRAB,"The best: the variety of food. From poke bowl, salads, panini, and pizza. A lot from where to choose. The best thing to drink is beer. Service can improve. I asked for a white spritz and the waiter didn't even know what is it 🤡. A lot of tables inside and outside. The food is normal and high price. I ate a grilled chicken with grilled vegetables, low in salt and the meat was dry but healthy and big enough to make me full anyway.",4,2023-09-21T20:13:54Z,8 months ago
ChIJVckvy1HafkcR456aWJcAvlI,places/ChIJVckvy1HafkcR456aWJcAvlI/reviews/ChZDSUhNMG9nS0VJQ0FnSUNaMF9Qa1ZBEAE,Wow! What a pleasant surprise stumbling upon this little snack and wine bar. Fresh array of cicchetti and a lovely selection of wines. Fun and friendly bartenders. Vibes were off the charts. You must go!,5,2023-09-17T15:19:06Z,8 months ago
